srcStateName,srcYear,Region-wise installation of electricity,"Energy Value Type ( Potential, Capacity, Generation )",Types of Energy Sources,Nature of Energy Sources,Values for renewable electricity,"Types of Usage (Utility ,Captive)",Type of Energy Sector,YearCode,Year
OTHERS,2014,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
DELHI,2016,,Generation,DIESEL,NON-RENEWABLE,1.54,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
WEST BENGAL,2012,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
KERALA,2020,,Generation,WIND,RENEWABLE,119.758,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
HIMACHAL PRADESH,2020,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
ARUNACHAL PRADESH,2020,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
ODISHA,2012,ER,Capacity,COGENERATION-BAGASSE,,20,,,2012,"Financial Year (Apr - Mar), 2012"
RAJASTHAN,2013,,Generation,COAL,NON-RENEWABLE,3849.76,UTILITY,PRIVATE,2013,"Financial Year (Apr - Mar), 2013"
DADRA & NAGAR HAVELI,2020,,Generation,SMALL HYDRO,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2012,,Generation,LIGNITE,NON-RENEWABLE,2928.72,UTILITY,PRIVATE,2012,"Financial Year (Apr - Mar), 2012"
WEST BENGAL,2014,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2014,"Financial Year (Apr - Mar), 2014"
MAHARASHTRA,2019,,Generation,WIND,RENEWABLE,466.87,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
KARNATAKA,2015,,Generation,BIOMASS-BAGASSE,RENEWABLE,2735.717,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2017,SR,Potential,SMALL HYDRO,RENEWABLE,4141,,,2017,"Financial Year (Apr - Mar), 2017"
SIKKIM,2019,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
RAJASTHAN,2015,,Generation,NATURAL GAS,NON-RENEWABLE,237.27,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
SIKKIM,2016,,Generation,HYDRO,NON-RENEWABLE,3055.43,UTILITY,CENTRAL,2016,"Financial Year (Apr - Mar), 2016"
HARYANA,2019,,Generation,COAL,NON-RENEWABLE,7387.28,UTILITY,CENTRAL,2019,"Financial Year (Apr - Mar), 2019"
A & N ISLANDS,2019,ER,Capacity,SOLAR,,11.73,,,2019,"Financial Year (Apr - Mar), 2019"
GOA,2020,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2014,,Generation,WIND,RENEWABLE,1234.43,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
DELHI,2019,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
JAMMU & KASHMIR,2016,,Generation,HYDRO,NON-RENEWABLE,3980.3,UTILITY,STATE,2016,"Financial Year (Apr - Mar), 2016"
ASSAM,2017,NER,Capacity,SOLAR,,11.78,,,2017,"Financial Year (Apr - Mar), 2017"
WEST BENGAL,2011,ER,Capacity,SMALL HYDRO,,98.4,,,2011,"Financial Year (Apr - Mar), 2011"
HARYANA,2019,,Generation,COAL,NON-RENEWABLE,6898.35,UTILITY,PRIVATE,2019,"Financial Year (Apr - Mar), 2019"
UTTAR PRADESH,2016,,Generation,SOLAR,RENEWABLE,125.411,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
ANDHRA PRADESH,2015,SR,Capacity,WIND,,1031.3,,,2015,"Financial Year (Apr - Mar), 2015"
MAHARASHTRA,2020,,Generation,NATURAL GAS,NON-RENEWABLE,1136.96,UTILITY,PRIVATE,2020,"Financial Year (Apr - Mar), 2020"
GOA,2016,,Generation,DIESEL,NON-RENEWABLE,242.55,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
CHANDIGARH,2014,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
SIKKIM,2012,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
ARUNACHAL PRADESH,2017,,Generation,SMALL HYDRO,RENEWABLE,27.29,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
UTTAR PRADESH,2013,,Generation,COAL,NON-RENEWABLE,8980.38,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2016,SR,Capacity,SMALL HYDRO,,232.98,,,2016,"Financial Year (Apr - Mar), 2016"
ARUNACHAL PRADESH,2018,,Generation,SMALL HYDRO,RENEWABLE,0.47,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
GUJARAT,2011,,Generation,SOLAR,RENEWABLE,6.691,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
JHARKHAND,2014,,Generation,DIESEL,NON-RENEWABLE,8.07,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
ASSAM,2014,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
JHARKHAND,2015,,Generation,SMALL HYDRO,RENEWABLE,0,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
UTTARAKHAND,2018,NR,Capacity,SOLAR,,260.08,,,2018,"Financial Year (Apr - Mar), 2018"
TAMILNADU,2016,,Generation,NUCLEAR,NON-RENEWABLE,5471.76,UTILITY,CENTRAL,2016,"Financial Year (Apr - Mar), 2016"
GOA,2011,,Generation,SOLAR,RENEWABLE,0,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
DELHI,2012,,Generation,COAL,NON-RENEWABLE,4775.23,UTILITY,CENTRAL,2012,"Financial Year (Apr - Mar), 2012"
TRIPURA,2019,NER,Potential,SOLAR,RENEWABLE,2080,,,2019,"Financial Year (Apr - Mar), 2019"
JHARKHAND,2013,,Generation,COAL,NON-RENEWABLE,7717.5,UTILITY,PRIVATE,2013,"Financial Year (Apr - Mar), 2013"
SIKKIM,2016,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
TRIPURA,2019,NER,Potential,BIOMASS,RENEWABLE,3,,,2019,"Financial Year (Apr - Mar), 2019"
SIKKIM,2014,ER,Capacity,SMALL HYDRO,,52.11,,,2014,"Financial Year (Apr - Mar), 2014"
DELHI,2019,NR,Capacity,SOLAR,,126.89,,,2019,"Financial Year (Apr - Mar), 2019"
A & N ISLANDS,2013,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
HIMACHAL PRADESH,2015,NR,Capacity,SMALL HYDRO,,723.91,,,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2015,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,450,,,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2019,,Generation,SOLAR,RENEWABLE,40.651,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
TELANGANA,2020,,Generation,WIND,RENEWABLE,1.278,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
OTHERS,2013,IN,Capacity,WIND,,4.3,,,2013,"Financial Year (Apr - Mar), 2013"
ASSAM,2020,,Generation,NATURAL GAS,NON-RENEWABLE,1104.61,UTILITY,STATE,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2012,WR,Capacity,COGENERATION-BAGASSE,,603.7,,,2012,"Financial Year (Apr - Mar), 2012"
CHANDIGARH,2016,,Generation,SMALL HYDRO,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
PUNJAB,2016,,Generation,NATURAL GAS,NON-RENEWABLE,462.85,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
HARYANA,2014,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
KERALA,2012,,Generation,DIESEL,NON-RENEWABLE,290.57,UTILITY,STATE,2012,"Financial Year (Apr - Mar), 2012"
WEST BENGAL,2020,ER,Potential,SOLAR,RENEWABLE,6260,,,2020,"Financial Year (Apr - Mar), 2020"
DELHI,2017,,Generation,SMALL HYDRO,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
JAMMU & KASHMIR,2011,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
KARNATAKA,2012,,Generation,NUCLEAR,NON-RENEWABLE,5210.69,UTILITY,CENTRAL,2012,"Financial Year (Apr - Mar), 2012"
ASSAM,2016,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
ASSAM,2018,NER,Potential,SMALL HYDRO,RENEWABLE,202,,,2018,"Financial Year (Apr - Mar), 2018"
MADHYA PRADESH,2011,,Generation,SMALL HYDRO,RENEWABLE,118.537,UTILITY,UTILITY-RE,2011,"Financial Year (Apr - Mar), 2011"
WEST BENGAL,2017,ER,Capacity,SMALL HYDRO,,98.5,,,2017,"Financial Year (Apr - Mar), 2017"
ANDHRA PRADESH,2015,,Generation,NATURAL GAS,NON-RENEWABLE,361.32,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
JHARKHAND,2017,ER,Capacity,SOLAR,,23.27,,,2017,"Financial Year (Apr - Mar), 2017"
JAMMU & KASHMIR,2015,,Generation,DIESEL,NON-RENEWABLE,3.51,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2018,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
RAJASTHAN,2014,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2015,SR,Potential,BIOMASS,RENEWABLE,578,,,2015,"Financial Year (Apr - Mar), 2015"
NAGALAND,2018,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
LAKSHADWEEP,2014,,Generation,COAL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
CHHATTISGARH,2012,,Generation,COAL,NON-RENEWABLE,12636.64,UTILITY,STATE,2012,"Financial Year (Apr - Mar), 2012"
RAJASTHAN,2020,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2015,WR,Potential,BIOMASS,RENEWABLE,236,,,2015,"Financial Year (Apr - Mar), 2015"
BIHAR,2017,,Generation,SOLAR,RENEWABLE,109.18,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
HARYANA,2016,,Generation,BIOMASS-BAGASSE,RENEWABLE,235.546,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2019,SR,Capacity,WIND,,128.1,,,2019,"Financial Year (Apr - Mar), 2019"
ASSAM,2018,,Generation,HYDRO,NON-RENEWABLE,1433.6,UTILITY,CENTRAL,2018,"Financial Year (Apr - Mar), 2018"
MAHARASHTRA,2016,,Generation,NATURAL GAS,NON-RENEWABLE,2886.5,UTILITY,STATE,2016,"Financial Year (Apr - Mar), 2016"
HIMACHAL PRADESH,2017,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
MIZORAM,2015,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2016,SR,Capacity,SOLAR,,145.462,,,2016,"Financial Year (Apr - Mar), 2016"
TRIPURA,2012,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
TAMILNADU,2016,,Generation,NATURAL GAS,NON-RENEWABLE,1210.04,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
JAMMU & KASHMIR,2015,NR,Potential,BIOMASS,RENEWABLE,43,,,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2011,NR,Capacity,SOLAR,,0.38,,,2011,"Financial Year (Apr - Mar), 2011"
UTTARAKHAND,2011,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
RAJASTHAN,2014,,Generation,DIESEL,NON-RENEWABLE,555.22,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
KERALA,2015,,Generation,NATURAL GAS,NON-RENEWABLE,154.71,UTILITY,PRIVATE,2015,"Financial Year (Apr - Mar), 2015"
UTTAR PRADESH,2016,,Generation,SMALL HYDRO,RENEWABLE,29.727,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2016,,Generation,SMALL HYDRO,RENEWABLE,214.015,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
GOA,2018,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
TELANGANA,2015,,Generation,SOLAR,RENEWABLE,3.86,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2019,ER,Capacity,COGENERATION-BAGASSE,,50.4,,,2019,"Financial Year (Apr - Mar), 2019"
UTTARAKHAND,2015,,Generation,NATURAL GAS,NON-RENEWABLE,24.07,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
LAKSHADWEEP,2019,,Generation,COAL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
TELANGANA,2016,,Generation,SOLAR,RENEWABLE,418.533,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
KARNATAKA,2013,SR,Capacity,SOLAR,,14,,,2013,"Financial Year (Apr - Mar), 2013"
MAHARASHTRA,2013,,Generation,COAL,NON-RENEWABLE,13.35,UTILITY,CENTRAL,2013,"Financial Year (Apr - Mar), 2013"
MAHARASHTRA,2020,,Generation,RENEWABLES,RENEWABLE,0.844,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2011,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
TAMILNADU,2019,,Generation,SOLAR,RENEWABLE,296.803,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
WEST BENGAL,2013,ER,Capacity,SOLAR,,2.05,,,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2015,,Generation,WIND,RENEWABLE,1451.296,UTILITY,UTILITY-RE,2015,"Financial Year (Apr - Mar), 2015"
PUNJAB,2013,,Generation,WIND,RENEWABLE,36.02,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
ASSAM,2020,,Generation,SMALL HYDRO,RENEWABLE,52.624,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
NAGALAND,2019,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
GUJARAT,2019,,Generation,SOLAR,RENEWABLE,58.91,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
TAMILNADU,2015,SR,Potential,COGENERATION-BAGASSE,RENEWABLE,450,,,2015,"Financial Year (Apr - Mar), 2015"
WEST BENGAL,2016,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
BIHAR,2020,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
PUNJAB,2011,,Generation,NATURAL GAS,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
HIMACHAL PRADESH,2017,NR,Potential,SOLAR,RENEWABLE,33840,,,2017,"Financial Year (Apr - Mar), 2017"
UTTAR PRADESH,2016,,Generation,WASTE,RENEWABLE,52.707,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
MANIPUR,2020,,Generation,BIOMASS-BAGASSE,RENEWABLE,0,UTILITY,UTILITY-RE,2020,"Financial Year (Apr - Mar), 2020"
SIKKIM,2017,,Generation,HYDRO,NON-RENEWABLE,309.42,UTILITY,STATE,2017,"Financial Year (Apr - Mar), 2017"
KARNATAKA,2012,,Generation,COAL,NON-RENEWABLE,13627.19,UTILITY,STATE,2012,"Financial Year (Apr - Mar), 2012"
JHARKHAND,2017,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
PUNJAB,2018,NR,Potential,SMALL HYDRO,RENEWABLE,578,,,2018,"Financial Year (Apr - Mar), 2018"
UTTARAKHAND,2013,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2013,"Financial Year (Apr - Mar), 2013"
CHANDIGARH,2011,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
LAKSHADWEEP,2019,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
HARYANA,2016,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2017,,Generation,NATURAL GAS,NON-RENEWABLE,5.987,CAPTIVE,CAPTIVE,2017,"Financial Year (Apr - Mar), 2017"
TAMILNADU,2019,,Generation,COAL,NON-RENEWABLE,31924.89,UTILITY,CENTRAL,2019,"Financial Year (Apr - Mar), 2019"
RAJASTHAN,2011,,Generation,NATURAL GAS,NON-RENEWABLE,2487.9,UTILITY,CENTRAL,2011,"Financial Year (Apr - Mar), 2011"
CHHATTISGARH,2017,WR,Capacity,SMALL HYDRO,,76,,,2017,"Financial Year (Apr - Mar), 2017"
BIHAR,2017,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
HARYANA,2020,,Generation,SOLAR,RENEWABLE,37.921,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
RAJASTHAN,2016,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
ODISHA,2013,,Generation,BIOMASS-BAGASSE,RENEWABLE,20.483,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
UTTARAKHAND,2014,,Generation,DIESEL,NON-RENEWABLE,187.37,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
UTTAR PRADESH,2020,NR,Potential,SMALL HYDRO,RENEWABLE,460.75,,,2020,"Financial Year (Apr - Mar), 2020"
GUJARAT,2013,,Generation,BIOMASS-BAGASSE,RENEWABLE,12.612,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
MAHARASHTRA,2012,,Generation,SOLAR,RENEWABLE,33.117,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
PUNJAB,2018,,Generation,BIOMASS-BAGASSE,RENEWABLE,694.18,UTILITY,UTILITY-RE,2018,"Financial Year (Apr - Mar), 2018"
BIHAR,2017,ER,Potential,SMALL HYDRO,RENEWABLE,223,,,2017,"Financial Year (Apr - Mar), 2017"
ASSAM,2016,,Generation,SMALL HYDRO,RENEWABLE,59.343,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
KARNATAKA,2014,,Generation,HYDRO,NON-RENEWABLE,12851.04,UTILITY,STATE,2014,"Financial Year (Apr - Mar), 2014"
BIHAR,2020,,Generation,NATURAL GAS,NON-RENEWABLE,298.86,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
TAMILNADU,2016,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
PUNJAB,2015,,Generation,COAL,NON-RENEWABLE,1534.56,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
ARUNACHAL PRADESH,2020,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
A & N ISLANDS,2015,ER,Potential,SMALL HYDRO,RENEWABLE,8,,,2015,"Financial Year (Apr - Mar), 2015"
ODISHA,2015,ER,Potential,SMALL HYDRO,RENEWABLE,295,,,2015,"Financial Year (Apr - Mar), 2015"
HARYANA,2016,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
GUJARAT,2019,WR,Potential,COGENERATION-BAGASSE,RENEWABLE,350,,,2019,"Financial Year (Apr - Mar), 2019"
ODISHA,2013,,Generation,SMALL HYDRO,RENEWABLE,261.897,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
TAMILNADU,2018,SR,Capacity,WIND,,8201.39,,,2018,"Financial Year (Apr - Mar), 2018"
PUDUCHERRY,2020,,Generation,NATURAL GAS,NON-RENEWABLE,187.69,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
CHHATTISGARH,2017,WR,Capacity,COGENERATION-BAGASSE,,228,,,2017,"Financial Year (Apr - Mar), 2017"
ODISHA,2018,,Generation,WIND,RENEWABLE,4.804,CAPTIVE,CAPTIVE,2018,"Financial Year (Apr - Mar), 2018"
BIHAR,2020,ER,Potential,SOLAR,RENEWABLE,11200,,,2020,"Financial Year (Apr - Mar), 2020"
KARNATAKA,2016,,Generation,SOLAR,RENEWABLE,0.3,CAPTIVE,CAPTIVE,2016,"Financial Year (Apr - Mar), 2016"
MAHARASHTRA,2013,,Generation,HYDRO,NON-RENEWABLE,4011.46,UTILITY,STATE,2013,"Financial Year (Apr - Mar), 2013"
MEGHALAYA,2015,,Generation,DIESEL,NON-RENEWABLE,21.56,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
ASSAM,2015,NER,Potential,SMALL HYDRO,RENEWABLE,239,,,2015,"Financial Year (Apr - Mar), 2015"
TAMILNADU,2014,,Generation,NATURAL GAS,NON-RENEWABLE,2395.65,UTILITY,STATE,2014,"Financial Year (Apr - Mar), 2014"
ASSAM,2014,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
GUJARAT,2011,,Generation,NUCLEAR,NON-RENEWABLE,1446.12,UTILITY,CENTRAL,2011,"Financial Year (Apr - Mar), 2011"
TELANGANA,2016,,Generation,SMALL HYDRO,RENEWABLE,48.693,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
TAMILNADU,2015,,Generation,DIESEL,NON-RENEWABLE,2184.4,CAPTIVE,CAPTIVE,2015,"Financial Year (Apr - Mar), 2015"
SIKKIM,2014,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2014,"Financial Year (Apr - Mar), 2014"
ODISHA,2020,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2020,"Financial Year (Apr - Mar), 2020"
JHARKHAND,2019,,Generation,RENEWABLES,RENEWABLE,0,UTILITY,UTILITY-RE,2019,"Financial Year (Apr - Mar), 2019"
CHHATTISGARH,2014,,Generation,COAL,NON-RENEWABLE,14563.21,UTILITY,PRIVATE,2014,"Financial Year (Apr - Mar), 2014"
MADHYA PRADESH,2017,WR,Capacity,WIND,,2497.79,,,2017,"Financial Year (Apr - Mar), 2017"
ANDHRA PRADESH,2017,,Generation,BIOMASS-BAGASSE,RENEWABLE,519.974,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
KARNATAKA,2013,,Generation,NUCLEAR,NON-RENEWABLE,5442.13,UTILITY,CENTRAL,2013,"Financial Year (Apr - Mar), 2013"
DADRA & NAGAR HAVELI,2019,,Generation,SOLAR,RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
PUNJAB,2016,,Generation,WASTE,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
DADRA & NAGAR HAVELI,2019,,Generation,WIND,RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
PUNJAB,2020,NR,Potential,SMALL HYDRO,RENEWABLE,578,,,2020,"Financial Year (Apr - Mar), 2020"
DELHI,2020,NR,Capacity,SOLAR,,165.16,,,2020,"Financial Year (Apr - Mar), 2020"
DIU & DAMAN,2011,,Generation,HYDRO,NON-RENEWABLE,0.11,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
ASSAM,2011,,Generation,HYDRO,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2011,"Financial Year (Apr - Mar), 2011"
UTTARAKHAND,2015,NR,Capacity,COGENERATION-BAGASSE,,73,,,2015,"Financial Year (Apr - Mar), 2015"
KARNATAKA,2019,,Generation,COAL,NON-RENEWABLE,9018.44,UTILITY,PRIVATE,2019,"Financial Year (Apr - Mar), 2019"
JHARKHAND,2012,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2012,"Financial Year (Apr - Mar), 2012"
TELANGANA,2019,,Generation,COAL,NON-RENEWABLE,18547.91,UTILITY,CENTRAL,2019,"Financial Year (Apr - Mar), 2019"
TRIPURA,2019,,Generation,DIESEL,NON-RENEWABLE,0,CAPTIVE,CAPTIVE,2019,"Financial Year (Apr - Mar), 2019"
RAJASTHAN,2014,,Generation,COAL,NON-RENEWABLE,22442.59,UTILITY,STATE,2014,"Financial Year (Apr - Mar), 2014"
ANDHRA PRADESH,2016,,Generation,SMALL HYDRO,RENEWABLE,103.098,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
UTTAR PRADESH,2013,,Generation,NUCLEAR,NON-RENEWABLE,2541.14,UTILITY,CENTRAL,2013,"Financial Year (Apr - Mar), 2013"
MEGHALAYA,2018,NER,Potential,SOLAR,RENEWABLE,5860,,,2018,"Financial Year (Apr - Mar), 2018"
PUDUCHERRY,2016,,Generation,WIND,RENEWABLE,0,UTILITY,UTILITY-RE,2016,"Financial Year (Apr - Mar), 2016"
TELANGANA,2020,SR,Capacity,WIND,,128.1,,,2020,"Financial Year (Apr - Mar), 2020"
MAHARASHTRA,2012,,Generation,COAL,NON-RENEWABLE,37675.99,UTILITY,STATE,2012,"Financial Year (Apr - Mar), 2012"
NAGALAND,2017,,Generation,SMALL HYDRO,RENEWABLE,92.728,UTILITY,UTILITY-RE,2017,"Financial Year (Apr - Mar), 2017"
PUNJAB,2013,,Generation,SMALL HYDRO,RENEWABLE,443.051,UTILITY,UTILITY-RE,2013,"Financial Year (Apr - Mar), 2013"
ANDHRA PRADESH,2020,SR,Potential,SMALL HYDRO,RENEWABLE,409,,,2020,"Financial Year (Apr - Mar), 2020"
